datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count_predicted
02-09-2011 3:00,3,0,1,2,24.6,28.03,83,11.0014,6
02-05-2012 13:00,2,0,1,2,22.53318524,27.97472316,78,14.4318463,124
08-06-2012 16:00,2,0,1,1,31.16,33.335,29,19.9995,478
11-11-2012 2:00,4,0,0,1,13.12,16.665,87,7.0015,27
15-02-2012 12:00,1,0,1,1,15.58,19.695,46,26.0027,85
14-04-2012 04:00,2,0,0,1,14.76,18.18,71,7.0015,7
13-09-2011 23:00,3,0,1,1,26.24,29.545,78,7.0015,88
01-03-2011 12:00,1,0,1,1,12.3,15.15,39,8.9981,57
17-05-2011 03:00,2,0,1,3,22.14,25.76,94,16.9979,3
19-09-2011 10:00,3,0,1,2,22.96,26.515,64,8.9981,307
15-05-2011 02:00,2,0,0,2,21.32,25.0,100,8.9981,21
02-11-2012 14:00,4,0,1,2,16.4,20.455,40,32.9975,141
06-03-2012 20:00,1,0,1,1,13.12,15.91,49,12.998,138
08-08-2012 14:00,3,0,1,2,32.8,37.12,52,16.9979,229
06-03-2012 17:00,1,0,1,1,14.76,16.665,34,19.0012,265
11-01-2011 9:00,1,0,1,2,7.38,9.85,51,11.0014,193
01-11-2011 8:00,4,0,1,1,14.76,16.665,71,16.9979,291
19-11-2012 03:00,4,0,1,2,14.76,17.425,66,15.0013,7
14-03-2012 06:00,1,0,1,1,18.04,21.97,82,6.0032,68
02-02-2012 20:00,1,0,1,1,14.76,15.91,46,35.0008,137
03-11-2011 0:00,4,0,1,1,14.76,18.18,76,6.0032,34
09-03-2011 4:00,1,0,1,1,9.84,12.88,75,7.0015,4
09-04-2011 3:00,2,0,0,3,12.3,14.395,100,16.9979,2
14-08-2012 06:00,3,0,1,3,26.24,28.79,83,12.998,55
15-11-2012 00:00,4,0,1,2,10.66,15.15,65,0.0,29
13-12-2012 01:00,4,0,1,2,11.48,12.88,52,19.0012,18
03-09-2012 2:00,3,1,0,1,25.17902618,29.29050074,89,6.918019979,17
01-11-2011 2:00,4,0,1,2,14.76,17.425,81,11.0014,7
01-04-2011 5:00,2,0,1,3,9.84,11.365,93,15.0013,7
01-01-2012 21:00,1,0,0,2,18.04,21.97,67,16.9979,36
16-05-2012 15:00,2,0,1,2,29.52,33.335,48,7.0015,321
15-07-2011 05:00,3,0,1,1,24.6,29.545,73,8.9981,32
02-12-2011 5:00,4,0,1,1,10.42384343,11.6357051,81,5.600212929,20
02-02-2012 12:00,1,0,1,1,17.03624763,22.9001985,83,0.17122579,114
11-08-2011 4:00,3,0,1,1,26.24,31.06,57,11.0014,11
11-10-2012 19:00,4,0,1,1,18.04,21.97,51,8.9981,596
06-06-2011 2:00,2,0,1,1,23.78,27.275,88,7.0015,8
13-11-2011 01:00,4,0,0,2,14.76,17.425,66,12.998,62
08-06-2011 12:00,2,0,1,1,36.08,40.91,42,8.9981,103
03-07-2012 11:00,3,0,1,1,35.26,37.88,34,12.998,222
17-01-2011 15:00,1,1,0,2,8.2,10.605,47,11.0014,113
16-04-2011 10:00,2,0,0,3,15.72666586,18.54586836,92,26.60418871,36
15-04-2011 09:00,2,1,0,1,20.5,24.24,55,12.998,205
07-05-2011 9:00,2,0,0,1,22.14,25.76,49,19.0012,236
10-12-2012 2:00,4,0,1,2,15.58,19.695,94,7.0015,6
09-09-2011 22:00,3,0,1,1,25.42,27.275,94,0.0,121
01-06-2012 9:00,2,0,1,2,26.24,28.79,83,15.0013,355
18-05-2012 11:00,2,0,1,1,25.42,31.06,43,0.0,248
05-12-2011 18:00,4,0,1,1,18.36903028,21.9702289,76,0.558861276,392
09-04-2011 19:00,2,0,0,2,15.58,19.695,82,8.9981,120
05-08-2011 12:00,3,0,1,1,31.77468467,32.56694037,49,18.72060547,103
14-08-2012 13:00,3,0,1,1,32.8,36.365,46,6.0032,142
15-06-2011 22:00,2,0,1,1,25.42,31.06,50,7.0015,167
08-07-2011 4:00,3,0,1,1,29.20765373,33.494925,77,16.93954112,11
15-10-2012 05:00,4,0,1,2,22.96,26.515,73,19.0012,19
14-01-2012 06:00,1,0,0,1,5.74,7.575,50,0.0,12
08-02-2012 23:00,1,0,1,2,9.84,12.12,87,11.0014,30
13-07-2012 15:00,3,0,1,2,32.8,35.605,36,7.0015,479
17-10-2012 07:00,4,0,1,1,14.76,18.18,81,7.0015,247
02-07-2012 3:00,3,0,1,2,29.52,33.335,54,27.9993,12
17-11-2012 08:00,4,0,0,1,10.66,12.88,65,15.0013,91
18-11-2011 08:00,4,0,1,1,9.02,11.365,44,12.998,343
14-10-2012 02:00,4,0,0,1,16.4,20.455,76,6.0032,28
14-01-2011 07:00,1,0,1,1,4.1,6.06,74,11.0014,108
15-12-2012 10:00,4,0,0,1,13.12,15.91,61,11.0014,177
18-12-2011 01:00,4,0,0,1,8.2,11.365,69,7.0015,28
16-02-2011 05:00,1,0,1,1,8.2,9.85,47,12.998,10
04-08-2011 8:00,3,0,1,2,28.7,32.575,82,23.9994,370
19-07-2011 19:00,3,0,1,1,31.16,37.12,75,12.998,496
08-11-2012 0:00,4,0,1,3,11.48,13.635,61,15.0013,23
13-10-2012 18:00,4,0,0,1,18.17337515,22.19871734,44,8.695330477,440
04-05-2012 0:00,2,0,1,1,25.82432042,28.01495112,76,21.85723281,41
16-06-2011 17:00,2,0,1,2,26.24,29.545,78,7.0015,423
11-10-2011 17:00,4,0,1,2,24.6,28.79,78,16.9979,417
12-10-2012 3:00,4,0,1,1,14.76,18.18,76,6.0032,6
19-11-2011 17:00,4,0,0,1,16.4,20.455,40,12.998,313
07-02-2011 5:00,1,0,1,1,7.20686962,13.70598347,84,0.0,10
05-05-2012 15:00,2,0,0,3,27.06,31.06,74,12.998,422
19-05-2012 07:00,2,0,0,1,18.86,22.725,67,7.0015,85
11-04-2012 6:00,2,0,1,1,11.48,14.395,56,7.0015,98
09-03-2012 17:00,1,0,1,1,18.86414735,22.78193331,25,27.35879949,382
09-11-2012 21:00,4,0,1,1,13.94,18.18,76,0.0,164
05-06-2011 17:00,2,0,0,1,30.93914667,33.66428203,51,0.0,304
15-03-2012 18:00,1,0,1,1,27.64622655,31.08915898,47,17.76150647,570
07-07-2012 4:00,3,0,0,1,30.34,35.605,74,11.0014,12
03-05-2012 8:00,2,0,1,3,18.86,22.725,88,12.998,182
11-09-2012 22:00,3,0,1,1,22.96,26.515,64,7.0015,195
03-01-2011 16:00,1,0,1,1,10.66,12.12,30,16.9979,143
12-03-2012 2:00,1,0,1,1,15.58,19.695,54,7.0015,3
14-05-2011 23:00,2,0,0,3,21.32,25.0,100,12.998,50
11-05-2011 13:00,2,0,1,1,25.42,31.06,50,0.0,111
08-10-2011 13:00,4,0,0,1,25.42,31.06,46,7.0015,617
13-09-2011 19:00,3,0,1,1,27.88,31.82,69,11.0014,472
11-05-2011 18:00,2,0,1,1,25.42,31.06,50,19.9995,528
12-11-2011 11:00,4,0,0,1,15.58,19.695,54,19.0012,296
17-02-2012 07:00,1,0,1,2,11.48,14.395,93,7.0015,163
12-08-2012 10:00,3,0,0,1,28.7,32.575,51,11.0014,306
19-09-2011 00:00,3,0,1,2,21.32,25.0,72,11.0014,33
16-12-2011 23:00,4,0,1,2,12.3,15.15,49,8.9981,62
09-08-2012 18:00,3,0,1,2,33.62,37.88,46,16.9979,718
17-08-2011 19:00,3,0,1,1,31.16,34.85,55,15.0013,563
02-11-2011 4:00,4,0,1,1,12.3,16.665,87,0.0,10
01-11-2011 7:00,4,0,1,1,13.94,16.665,76,12.998,176
13-08-2011 06:00,3,0,0,1,27.351848,31.30134643,73,7.243461538,26
02-12-2012 13:00,4,0,0,1,16.48872688,21.03434805,72,16.15429056,317
01-10-2011 0:00,4,0,0,1,20.5,24.24,63,26.0027,144
09-09-2012 23:00,3,0,0,1,22.96,26.515,52,19.0012,237
02-04-2011 20:00,2,0,0,1,13.94,15.91,53,19.0012,62
19-06-2011 07:00,2,0,0,2,27.06,30.305,78,11.0014,42
16-07-2011 15:00,3,0,0,1,31.16,34.09,45,22.0028,663
15-10-2012 03:00,4,0,1,2,22.96,26.515,73,16.9979,4
16-08-2011 17:00,3,0,1,1,31.16,34.09,45,22.0028,521
18-11-2011 22:00,4,0,1,1,10.66,13.635,52,7.0015,107
15-08-2012 19:00,3,0,1,1,28.7,32.575,61,8.9981,563
05-01-2012 9:00,1,0,1,2,9.02,13.635,69,0.0,199
06-06-2011 9:00,2,0,1,1,28.7,32.575,58,11.0014,438
07-07-2011 15:00,3,0,1,1,35.26,39.395,41,16.9979,251
16-07-2011 07:00,3,0,0,1,25.42,29.545,73,8.9981,61
04-11-2012 0:00,4,0,0,1,12.3,15.91,61,7.0015,101
02-08-2012 6:00,3,0,1,1,27.50058357,29.49541165,82,0.812396593,100
01-01-2012 8:00,1,0,0,1,10.66,13.635,87,7.0015,21
09-11-2012 5:00,4,0,1,1,11.63478583,13.25426678,57,11.84734461,31
04-09-2011 1:00,3,0,0,1,27.06,30.305,83,8.9981,103
17-01-2012 02:00,1,0,1,3,11.48,13.635,75,16.9979,3
18-11-2012 02:00,4,0,0,1,11.48,14.395,81,7.0015,24
03-05-2011 12:00,2,0,1,2,27.88,31.82,61,32.9975,131
02-03-2012 18:00,1,0,1,3,14.76,17.425,87,12.998,70
11-09-2012 3:00,3,0,1,1,19.68,23.485,67,8.9981,8
06-06-2011 19:00,2,0,1,1,29.52,33.335,54,12.998,511
06-08-2012 6:00,3,0,1,2,28.7,33.335,79,15.0013,90
04-04-2012 11:00,2,0,1,2,24.78255567,30.47897546,44,24.0445003,186
19-03-2011 00:00,1,0,0,2,24.25568184,31.43091064,54,16.60376721,89
01-04-2012 3:00,2,0,0,2,13.94,16.665,81,8.9981,10
19-04-2011 01:00,2,0,1,1,18.83862506,22.2323558,63,13.5088967,15
16-02-2011 15:00,1,0,1,1,18.86,22.725,28,27.9993,160
16-07-2012 22:00,3,0,1,1,31.16,35.605,62,6.0032,223
14-02-2012 04:00,1,0,1,2,10.66,13.635,65,7.0015,5
13-12-2012 03:00,4,0,1,2,10.66,12.12,56,19.0012,8
19-09-2011 22:00,3,0,1,2,22.96,26.515,68,11.0014,142
05-12-2011 7:00,4,0,1,1,13.12,17.425,90,0.0,162
04-02-2012 18:00,1,0,0,3,11.48,13.635,75,11.0014,91
09-02-2011 23:00,1,0,1,3,6.56,7.575,80,12.998,31
06-06-2011 6:00,2,0,1,1,23.78,27.275,88,0.0,107
12-04-2012 22:00,2,0,1,1,17.22,21.21,35,12.998,146
17-07-2011 19:00,3,0,0,1,31.16,34.85,55,19.0012,220
13-03-2012 16:00,1,0,1,1,29.52,32.575,34,26.0027,391
16-06-2012 18:00,2,0,0,2,27.9268316,32.63541934,35,15.49042841,436
16-04-2011 13:00,2,0,0,3,18.86,22.725,94,35.0008,31
16-11-2012 21:00,4,0,1,1,13.94,16.665,49,12.998,212
14-12-2012 03:00,4,0,1,1,8.2,11.365,69,7.0015,6
09-06-2012 13:00,2,0,0,1,33.75997333,33.08538371,23,18.24584907,573
06-06-2011 15:00,2,0,1,1,32.8,34.85,29,12.998,276
02-04-2012 21:00,2,0,1,1,18.86,22.725,28,8.9981,242
14-01-2011 20:00,1,0,1,1,7.38,12.12,59,0.0,83
15-01-2012 03:00,1,0,0,2,6.56,6.82,48,26.0027,4
03-09-2012 8:00,3,1,0,2,28.7,33.335,84,7.0015,62
04-08-2011 9:00,3,0,1,1,29.52,34.85,74,22.0028,399
10-07-2012 0:00,3,0,1,1,28.7,32.575,70,6.0032,44
12-08-2011 10:00,3,0,1,1,30.34,32.575,33,7.0015,307
02-02-2011 15:00,1,0,1,1,15.58,19.695,76,22.0028,156
08-04-2012 6:00,2,0,0,1,14.76,18.94,37,0.0,18
02-05-2011 23:00,2,0,1,2,24.29231819,27.44651454,82,13.62041743,81
15-06-2012 01:00,2,0,1,1,23.78,27.275,78,12.998,16
15-09-2011 03:00,3,0,1,1,24.01151675,31.93013182,76,5.950375377,1
08-12-2012 2:00,4,0,0,2,14.76,17.425,93,8.9981,36
06-11-2011 14:00,4,0,0,1,18.86,22.725,55,12.998,592
11-10-2012 23:00,4,0,1,1,17.22,21.21,58,6.0032,89
12-06-2012 17:00,2,0,1,2,27.06,29.545,89,19.0012,355
01-03-2011 20:00,1,0,1,1,12.3,15.91,61,6.0032,78
11-02-2012 9:00,1,0,0,3,9.02,12.12,93,7.0015,39
03-12-2011 15:00,4,0,0,1,15.58,19.695,46,0.0,414
11-10-2012 9:00,4,0,1,1,16.50999311,21.01965186,41,24.84067502,409
01-03-2011 10:00,1,0,1,1,9.84,10.605,52,19.0012,127
06-10-2011 11:00,4,0,1,1,22.14,25.76,49,0.0,258
16-04-2012 10:00,2,1,0,1,25.42,30.305,69,16.9979,396
11-06-2012 15:00,2,0,1,1,32.8,35.605,41,23.9994,312
05-03-2012 11:00,1,0,1,2,10.66,13.635,56,8.9981,79
08-07-2012 5:00,3,0,0,1,31.93111036,37.32023004,64,1.651028702,13
13-05-2011 00:00,2,0,1,2,21.32,25.0,83,11.0014,31
13-08-2011 01:00,3,0,0,2,27.88,31.82,57,6.0032,158
09-06-2011 7:00,2,0,1,2,29.52,34.85,79,8.9981,184
07-11-2011 20:00,4,0,1,1,16.4,20.455,71,0.0,250
19-03-2011 09:00,1,0,0,1,17.83584218,21.72779976,46,31.00751149,96
14-11-2011 13:00,4,0,1,1,24.6,31.06,49,26.0027,150
11-12-2011 8:00,4,0,0,1,6.56,11.365,69,0.0,64
18-11-2012 20:00,4,0,0,1,14.27333464,16.8428478,65,11.443392,132
13-02-2012 11:00,1,0,1,1,9.02,11.365,37,12.998,89
18-04-2012 18:00,2,0,1,2,17.22,21.21,77,0.0,161
08-08-2011 6:00,3,0,1,1,29.1759453,32.25259843,66,19.45314021,90
03-07-2011 10:00,3,0,0,1,30.34,34.85,66,11.0014,213
18-08-2012 06:00,3,0,0,1,24.46722378,27.62463209,80,15.48184019,19
13-03-2012 02:00,1,0,1,3,21.32,25.0,72,19.9995,4
07-08-2012 18:00,3,0,1,2,31.16,35.605,62,11.0014,610
07-02-2011 22:00,1,0,1,1,11.48,15.15,81,6.0032,68
05-06-2012 22:00,2,0,1,1,22.96,26.515,52,7.0015,193
12-06-2011 11:00,2,0,0,1,32.17064612,36.83256767,55,7.859521597,285
13-01-2012 11:00,1,0,1,1,9.84,9.09,38,40.9973,132
08-07-2012 22:00,3,0,0,3,29.88733965,34.49948608,73,5.187621627,138
17-09-2011 23:00,3,0,0,1,18.86,22.725,82,11.0014,100
05-02-2012 4:00,1,0,0,2,9.84,12.12,87,8.9981,4
01-05-2011 19:00,2,0,0,2,19.63022348,22.42977088,85,7.063390914,166
06-10-2012 14:00,4,0,0,2,24.6,31.06,56,27.9993,374
04-09-2012 16:00,3,0,1,1,31.16,36.365,70,27.9993,385
07-11-2012 1:00,4,0,1,2,11.48,13.635,61,16.9979,15
16-04-2011 14:00,2,0,0,3,21.32,25.0,83,39.0007,51
17-07-2012 17:00,3,0,1,1,37.72,40.91,29,0.0,582
16-10-2012 21:00,4,0,1,1,20.05784595,22.3639095,64,0.345105433,244
09-05-2011 15:00,2,0,1,1,25.37066376,31.14109801,42,14.25003655,255
05-09-2011 9:00,3,1,0,3,29.26559471,31.97456758,72,10.36376437,7
06-10-2012 12:00,4,0,0,1,28.7,32.575,54,7.0015,618
14-05-2012 07:00,2,0,1,3,21.32,25.0,94,12.998,118
07-08-2012 12:00,3,0,1,2,33.48120131,37.27626532,55,8.613460474,192
08-06-2012 23:00,2,0,1,1,26.24,31.06,57,11.0014,93
07-09-2011 21:00,3,0,1,3,26.24,28.79,89,6.0032,99
09-06-2012 13:00,2,0,0,1,33.62,34.85,24,19.0012,707
15-06-2012 23:00,2,0,1,1,25.03701155,30.91648899,56,16.97793622,70
18-08-2012 19:00,3,0,0,1,28.7,31.82,45,11.0014,209
15-12-2012 08:00,4,0,0,2,10.66,14.395,75,6.0032,62
04-01-2012 14:00,1,0,1,2,5.74,6.06,46,16.9979,33
01-04-2012 7:00,2,0,0,2,14.76,17.425,71,8.9981,39
05-12-2011 8:00,4,0,1,1,13.12,17.425,93,0.0,288
12-01-2011 8:00,1,0,1,1,6.56,8.335,59,11.0014,209
04-02-2012 19:00,1,0,0,3,10.66,13.635,87,8.9981,52
12-03-2011 2:00,1,0,0,1,10.67056605,10.80283784,64,13.59729871,11
02-09-2011 5:00,3,0,1,2,23.96956222,27.87051492,83,7.989229693,25
06-12-2011 22:00,4,0,1,3,18.86,22.725,100,11.0014,42
08-08-2011 21:00,3,0,1,1,31.16,35.605,58,6.0032,330
09-02-2011 20:00,1,0,1,3,5.74,7.575,86,11.0014,65
05-09-2012 3:00,3,0,1,1,28.7,33.335,79,19.0012,9
15-11-2012 22:00,4,0,1,2,13.12,15.91,66,11.0014,104
09-05-2012 4:00,2,0,1,3,22.7726612,26.33097946,91,15.37334973,4
01-03-2011 6:00,1,0,1,1,8.2,9.09,59,19.9995,31
08-02-2011 10:00,1,0,1,1,9.02,9.09,47,36.9974,150
09-02-2011 0:00,1,0,1,1,4.1,3.79,36,23.9994,9
07-05-2011 10:00,2,0,0,1,23.41135275,26.44523228,48,19.7170465,326
01-11-2012 8:00,4,0,1,2,14.76,18.94,56,7.0015,555
19-03-2011 09:00,1,0,0,1,17.22,21.21,44,31.0009,92
06-02-2011 15:00,1,0,0,1,13.94,17.425,46,6.0032,299
16-02-2011 07:00,1,0,1,2,8.699433678,9.234864147,56,16.20285316,90
06-10-2011 9:00,4,0,1,1,18.86,22.725,63,12.998,469
14-08-2012 21:00,3,0,1,1,30.34,34.09,62,15.0013,324
16-02-2011 12:00,1,0,1,1,14.59918964,18.63087812,35,21.86425338,68
07-05-2011 6:00,2,0,0,1,17.22,21.21,77,6.0032,22
05-08-2012 15:00,3,0,0,1,36.98675969,40.64189294,36,35.39345372,527
18-07-2012 12:00,3,0,1,1,37.1251594,44.55540518,35,7.47709442,96
15-04-2012 23:00,2,0,0,1,27.06,31.06,50,26.0027,173
09-08-2011 17:00,3,0,1,1,32.8,37.88,55,11.0014,552
09-06-2012 15:00,2,0,0,1,34.44,35.605,20,19.9995,873
11-04-2012 18:00,2,0,1,3,16.4,20.455,43,27.9993,398
09-09-2012 3:00,3,0,0,1,22.463052,26.066442,73,15.19531706,19
10-09-2012 12:00,3,0,1,1,26.24,31.06,44,26.0027,188
15-09-2012 00:00,3,0,0,1,24.2440724,27.94659518,83,6.254611877,123
15-11-2011 01:00,4,0,1,1,22.96,26.515,60,19.9995,15
18-02-2011 11:00,1,0,1,1,18.04,21.97,72,11.0014,188
04-07-2011 2:00,3,1,0,1,26.24,28.79,83,0.0,35
02-07-2011 2:00,3,0,0,1,26.24,31.06,53,0.0,32
16-06-2011 01:00,2,0,1,1,25.52094212,26.1113944,58,1.200655419,28
02-11-2011 2:00,4,0,1,1,12.3,16.665,87,0.0,6
03-12-2012 5:00,4,0,1,1,13.94,17.425,93,6.0032,18
12-12-2011 0:00,4,0,1,1,8.2,11.365,69,6.0032,26
04-08-2012 4:00,3,0,0,1,29.52,34.85,79,12.998,16
02-07-2012 2:00,3,0,1,2,30.34,33.335,51,16.9979,11
06-05-2012 23:00,2,0,0,1,21.32,25.0,77,12.998,181
03-05-2012 10:00,2,0,1,2,21.32,25.0,77,0.0,334
05-03-2012 6:00,1,0,1,1,6.162264621,9.643619711,60,8.680926646,46
17-01-2011 20:00,1,1,0,3,6.56,7.575,80,12.998,66
19-05-2011 15:00,2,0,1,1,22.96,26.515,78,11.0014,156
01-05-2011 13:00,2,0,0,2,20.11692211,24.78662588,63,11.89147013,594
05-03-2011 0:00,1,0,0,2,10.45044731,13.14057889,80,4.691339834,26
18-01-2012 18:00,1,0,1,1,9.84,10.605,32,23.9994,255
09-03-2011 20:00,1,0,1,2,13.03543271,15.62816599,86,11.84238493,73
07-02-2012 18:00,1,0,1,1,17.22,21.21,38,12.998,386
15-08-2012 01:00,3,0,1,1,28.7,32.575,61,0.0,19
17-06-2012 13:00,2,0,0,1,26.24,31.06,53,11.0014,736
09-04-2012 16:00,2,0,1,1,22.96,26.515,30,27.9993,395
15-09-2012 05:00,3,0,0,1,23.78,27.275,60,35.0008,13
10-05-2011 14:00,2,0,1,2,25.42,31.06,33,0.0,242
13-06-2012 08:00,2,0,1,2,25.42,29.545,73,35.0008,526
17-01-2012 15:00,1,0,1,1,18.04,21.97,62,32.9975,182
07-06-2011 13:00,2,0,1,2,32.8,36.365,43,16.9979,159
16-04-2011 04:00,2,0,0,2,14.76,17.425,87,15.0013,4
11-09-2012 15:00,3,0,1,1,28.7,31.82,28,7.0015,467
02-04-2012 20:00,2,0,1,1,18.86,22.725,31,11.0014,329
09-07-2011 17:00,3,0,0,1,34.44,36.365,32,0.0,357
19-07-2011 09:00,3,0,1,2,32.8,39.395,63,8.9981,469
13-06-2012 02:00,2,0,1,1,25.42,28.79,83,8.9981,8
04-10-2011 8:00,4,0,1,1,18.04,21.97,77,15.0013,326
09-05-2011 13:00,2,0,1,1,25.42,31.06,38,19.0012,133
14-11-2012 13:00,4,0,1,1,14.76,16.665,43,16.9979,159
04-09-2011 3:00,3,0,0,1,26.24,28.79,89,12.998,19
19-08-2012 08:00,3,0,0,2,26.52095825,30.60008815,70,6.783011259,100
10-03-2012 12:00,1,0,0,1,12.3,13.635,33,22.0028,240
07-10-2011 6:00,4,0,1,1,17.99568341,22.6158491,89,0.0,76
19-12-2011 10:00,4,0,1,1,9.84,11.365,67,12.998,193
14-06-2011 21:00,2,0,1,1,24.6,31.06,56,19.9995,214
12-01-2012 12:00,1,0,1,2,13.94,17.425,81,7.0015,99
06-04-2011 22:00,2,0,1,1,18.86,22.725,41,19.0012,110
19-05-2012 00:00,2,0,0,1,21.32,25.0,48,7.0015,200
03-07-2012 3:00,3,0,1,1,29.27019898,31.91673442,65,9.714502081,10
14-03-2011 19:00,1,0,1,1,14.76,17.425,43,8.9981,143
13-07-2012 13:00,3,0,1,2,32.8,35.605,38,8.9981,229
14-03-2011 14:00,1,0,1,2,15.58,19.695,34,0.0,65
15-02-2012 09:00,1,0,1,1,13.12,15.15,61,22.0028,238
02-11-2012 13:00,4,0,1,1,16.4,20.455,43,23.9994,104
08-02-2012 22:00,1,0,1,2,9.84,12.12,87,8.9981,49
01-05-2011 18:00,2,0,0,2,18.86,22.725,82,6.0032,236
19-12-2011 20:00,4,0,1,1,16.4,20.455,40,11.0014,217
14-03-2011 09:00,1,0,1,1,13.12,15.15,53,22.0028,167
18-12-2011 03:00,4,0,0,1,7.087133677,11.43106323,55,13.93011269,5
18-05-2012 00:00,2,0,1,1,21.32,25.0,59,7.0015,52
01-07-2011 16:00,3,0,1,1,33.62,34.85,17,0.0,487
06-03-2012 6:00,1,0,1,1,7.38,10.605,51,7.0015,53
17-12-2012 22:00,4,0,1,2,17.22,21.21,94,8.9981,112
17-03-2012 21:00,1,0,0,1,22.14,25.76,68,11.0014,200
10-10-2011 19:00,4,1,0,2,25.27948838,27.47385327,79,6.319456658,284
15-09-2012 04:00,3,0,0,2,24.6,29.545,69,23.9994,11
08-02-2012 3:00,1,0,1,1,10.66,15.15,65,0.0,2
06-01-2012 15:00,1,0,1,1,21.32,25.0,27,16.9979,394
19-04-2012 08:00,2,0,1,2,17.22,21.21,82,7.0015,230
12-07-2012 4:00,3,0,1,1,26.24,30.305,73,7.0015,13
19-04-2012 00:00,2,0,1,3,16.29943997,20.3225324,74,0.430162191,21
02-04-2012 16:00,2,0,1,1,20.5,24.24,34,22.0028,356
16-02-2012 17:00,1,0,1,3,13.02863643,19.3437109,87,0.0,194
19-08-2012 15:00,3,0,0,2,26.24,30.305,65,0.0,401
02-05-2012 23:00,2,0,1,2,20.5,24.24,77,16.9979,74
07-03-2012 14:00,1,0,1,1,19.17756523,24.09995821,38,22.17842266,171
17-02-2011 18:00,1,0,1,2,22.14,25.76,42,19.0012,392
01-05-2011 16:00,2,0,0,2,20.5,24.24,72,12.998,767
11-02-2012 5:00,1,0,0,3,9.02,11.365,93,11.0014,4
13-07-2012 06:00,3,0,1,2,28.7,32.575,54,0.0,98
09-02-2011 14:00,1,0,1,1,8.2,9.09,34,19.9995,64
19-08-2012 02:00,3,0,0,2,25.42,30.305,69,6.0032,39
14-08-2012 07:00,3,0,1,2,27.52978374,29.87281471,81,5.861976735,227
15-01-2011 00:00,1,0,0,1,6.634472079,11.72084609,53,1.925034385,36
02-07-2011 0:00,3,0,0,1,27.88,31.82,47,6.0032,149
04-04-2011 2:00,2,0,1,1,15.58,19.695,66,16.9979,5
18-01-2012 08:00,1,0,1,1,12.40021667,14.1249632,52,28.48983402,202
15-11-2012 23:00,4,0,1,2,13.12,15.91,61,11.0014,61
13-07-2012 23:00,3,0,1,2,29.43101234,32.02178121,43,8.938836116,135
17-07-2012 08:00,3,0,1,2,32.8,37.88,55,0.0,456
08-10-2012 21:00,4,1,0,2,16.4,20.455,76,15.0013,112
19-05-2012 02:00,2,0,0,1,20.5,24.24,51,7.0015,50
11-01-2012 22:00,1,0,1,3,14.12964645,17.64963534,88,13.73067793,43
18-03-2011 10:00,1,0,1,1,21.32,25.0,53,19.0012,255
19-09-2011 08:00,3,0,1,2,21.32,25.0,77,8.9981,366
02-05-2012 20:00,2,0,1,1,21.32,25.0,77,16.9979,320
10-07-2011 0:00,3,0,0,1,28.7,32.575,61,11.0014,207
06-04-2012 11:00,2,0,1,1,16.4,20.455,37,19.9995,183
13-10-2012 16:00,4,0,0,1,20.5,24.24,31,12.998,872
01-06-2011 19:00,2,0,1,2,30.05060653,36.21968318,79,10.90389006,505
02-11-2011 0:00,4,0,1,1,13.12,17.425,87,0.0,25
17-12-2011 15:00,4,0,0,1,11.48,12.88,45,19.0012,363
04-07-2011 21:00,3,1,0,2,30.93383543,34.01896376,64,5.626212986,516
03-11-2012 1:00,4,0,0,2,13.94,15.15,49,22.0028,82
06-12-2012 9:00,4,0,1,1,9.84,11.365,48,12.998,392
13-10-2012 10:00,4,0,0,1,16.4,20.455,43,0.0,382
18-02-2011 21:00,1,0,1,1,23.78,27.275,21,32.9975,74
08-04-2012 21:00,2,0,0,1,21.32,25.0,34,15.0013,159
16-10-2012 00:00,4,0,1,1,18.86,22.725,63,26.0027,25
13-10-2011 09:00,4,0,1,3,22.96,26.515,100,7.0015,207
04-10-2012 11:00,4,0,1,2,28.7,32.575,70,7.0015,325
09-12-2012 10:00,4,0,0,2,16.4,20.455,87,19.0012,156
18-08-2012 13:00,3,0,0,1,30.34,32.575,40,12.998,421
13-02-2011 04:00,1,0,0,2,8.2,10.605,69,11.0014,4
03-08-2011 12:00,3,0,1,3,31.16,34.85,55,8.9981,111
08-02-2012 9:00,1,0,1,2,9.84,12.88,70,11.0014,264
08-08-2012 17:00,3,0,1,2,32.8,37.88,55,19.0012,674
15-10-2011 06:00,4,0,0,1,16.4,20.455,71,0.0,27
04-06-2011 7:00,2,0,0,1,22.96,26.515,56,0.0,61
07-06-2011 5:00,2,0,1,1,23.78,27.275,88,11.0014,32
04-07-2011 10:00,3,1,0,2,31.16,34.85,55,6.0032,218
06-01-2012 0:00,1,0,1,1,9.02,12.88,75,6.0032,12
19-11-2011 03:00,4,0,0,1,9.072285525,10.97033581,48,15.53478809,6
08-04-2011 9:00,2,0,1,2,14.50097441,15.62914404,71,12.32295521,148
07-10-2012 6:00,4,0,0,2,18.04,21.97,54,12.998,28
07-05-2012 2:00,2,0,1,1,20.5,24.24,77,12.998,7
03-06-2012 20:00,2,0,0,1,27.06,31.06,39,12.998,230
02-02-2011 21:00,1,0,1,1,9.02,9.85,47,22.0028,74
17-05-2012 22:00,2,0,1,1,22.96,26.515,43,6.0032,226
14-03-2012 22:00,1,0,1,1,21.32,25.0,55,8.9981,128
